ID,ID_MEDIA,ID_CATEGORY,ID_TRANSPORTER,ID_MATERIALS,ID_COMPANY,COUNTRY,NAME,PRICE,DESCRIPTION,QUANTITY,STOCK,WEIGHT,WIDTH,LENGHT,STATUS,HEIGHT
239,56,25,4,84,69,Thailand,Ground monitor (unidentified),21582232,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,2988,52873,96843,906,35315,REPORTING,557
240,30,28,21,15,98,Russia,Chilean flamingo,51382627,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,83954,93624,93087,796,47622,AVAILABLE,44
241,21,50,51,37,83,United States,Jabiru stork,95897715,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,32836,49206,6033,335,54728,REPORTING,426
242,56,46,71,35,41,Cuba,Galapagos hawk,19089759,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,14227,57049,80517,907,9115,INACTIVE,708
243,17,83,15,100,61,Bulgaria,Brown hyena,60578094,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,65128,19417,9032,780,7584,INACTIVE,743
244,67,87,62,89,34,Russia,Euro wallaby,15042436,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,67215,13496,7985,951,25709,REPORTING,445
245,55,80,82,70,76,China,"Beaver, eurasian",96342593,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,54356,77629,68300,487,34205,SOLD OUT,769
246,45,25,21,38,26,China,"Ferret, black-footed",62643910,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,29492,54339,40852,618,41713,VERIFYING,133
247,13,64,100,83,23,China,Sociable weaver,99782785,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,68177,80846,48356,707,61021,ACTIVE,786
248,45,17,74,53,78,Sweden,"Skunk, striped",68095007,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,56396,19425,37006,337,13407,INACTIVE,924
249,4,49,23,49,2,Sweden,Hawk-headed parrot,59510748,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,54883,66765,77990,383,5967,REPORTING,322
250,71,85,70,53,21,Brazil,"Cardinal, black-throated",97855796,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,77821,84459,24243,606,49908,INACTIVE,950
251,44,74,30,39,77,Serbia,"Grebe, little",4216737,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,14689,2293,22363,402,97665,VERIFYING,795
252,71,51,22,4,53,China,Egyptian cobra,44030635,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,34610,67473,70052,745,1037,REPORTING,787
253,91,70,42,60,97,Poland,"Shelduck, common",34209648,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,60524,7568,96631,453,58922,SOLD OUT,692
254,50,73,83,39,39,Russia,"Wolf, mexican",83201085,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,28736,93358,85176,115,40177,INACTIVE,692
255,51,76,56,59,9,Poland,Southern black-backed gull,26703740,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,15861,15087,5871,582,49536,INACTIVE,649
256,84,22,91,92,9,Portugal,Mandras tree shrew,34959591,maecenas leo odio condimentum id luctus nec molestie sed justo,28636,74038,94923,252,26866,AVAILABLE,912
257,2,80,37,21,62,United States,Columbian rainbow boa,86569881,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,73486,94612,25038,847,17540,VERIFYING,405
258,24,76,88,82,27,Russia,"Sparrow, rufous-collared",43280891,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,33618,59630,28021,293,17820,SOLD OUT,556
259,61,14,61,55,83,Sweden,Urial,96797266,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,26861,77183,76718,805,81633,VERIFYING,598
260,57,16,71,76,61,Sweden,Herring gull,17945609,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,69565,25784,65787,21,65939,VERIFYING,915
261,15,86,52,86,90,China,Great egret,1617860,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,80385,79308,15859,530,39331,VERIFYING,880
262,45,55,48,8,40,Canada,Oriental white-backed vulture,43978106,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,35212,84297,2886,647,10152,AVAILABLE,685
263,21,20,70,19,66,Peru,"Cardinal, black-throated",69213132,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,95693,11023,29148,516,60363,INACTIVE,163
264,25,20,28,63,96,Senegal,Azara's zorro,46659942,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,10978,26646,77964,2,76786,ACTIVE,256
265,13,3,61,19,21,Costa Rica,"Bandicoot, southern brown",97281390,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,32373,50157,77536,130,57007,AVAILABLE,268
266,99,36,2,98,20,China,Osprey,19307624,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,56111,32724,55545,996,99634,INACTIVE,689
267,35,33,82,90,25,Ukraine,"Roller, lilac-breasted",3317803,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,50169,3162,45007,992,16692,INACTIVE,207
268,50,88,48,98,20,China,Agile wallaby,49876531,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,26597,97803,89837,732,1053,SOLD OUT,268
269,53,3,49,61,8,Brazil,"Bear, polar",72397145,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,29998,64721,10861,736,23786,SOLD OUT,646
270,58,84,57,36,25,Venezuela,"Lory, rainbow",26221924,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,82611,54448,38876,105,30811,ACTIVE,576
271,19,89,74,43,17,France,"Dragon, frilled",99316374,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,10169,70232,85089,417,66563,REPORTING,603
272,44,79,39,19,41,China,Smith's bush squirrel,99790848,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,58254,36390,97722,310,13545,VERIFYING,390
273,76,90,97,4,14,Peru,Common langur,10456486,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,35803,58490,53163,555,42083,REPORTING,465
274,32,51,45,20,75,Indonesia,Long-tailed spotted cat,49877701,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,64132,42546,47800,42,16989,SOLD OUT,359
275,67,70,99,98,72,China,White-browed owl,21630240,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,51712,46095,66595,596,740,INACTIVE,417
276,14,25,20,38,58,Indonesia,"Tarantula, salmon pink bird eater",78576888,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,81259,18912,30776,784,63375,INACTIVE,743
277,32,39,96,79,90,Portugal,"Colobus, magistrate black",771615,porttitor pede justo eu massa donec dapibus duis at velit eu est congue,69503,93557,23987,331,32515,ACTIVE,763
278,78,22,44,65,75,Thailand,"Barbet, black-collared",99948168,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,24498,21255,78907,27,51924,VERIFYING,958
279,9,68,54,2,20,Serbia,White-necked stork,32252686,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,22669,34226,55880,274,48715,INACTIVE,583
280,61,75,97,20,3,Colombia,"Armadillo, common long-nosed",50406876,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,23539,32809,21412,488,36914,ACTIVE,339
281,25,12,23,26,14,Philippines,Suricate,95135190,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,67638,63162,36730,9,33667,INACTIVE,535
282,40,57,28,87,36,China,"Hartebeest, coke's",52263980,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,23094,52534,94217,535,60401,ACTIVE,445
283,47,97,40,100,33,Brazil,Small Indian mongoose,1188803,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,66312,28040,27830,954,44147,SOLD OUT,57
284,83,85,33,64,18,Philippines,Grison,98091272,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,37466,4185,45905,368,10969,SOLD OUT,339
285,99,21,80,23,60,South Africa,Short-beaked echidna,83257419,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,28329,11332,82259,994,76184,SOLD OUT,356
286,16,27,40,9,44,China,Long-nosed bandicoot,1521906,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,39212,72705,17185,402,28375,INACTIVE,712
287,13,2,54,42,71,China,"Sparrow, rufous-collared",35956764,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,30244,17116,48570,380,90844,AVAILABLE,818
288,96,85,37,89,18,Finland,"Monitor, white-throated",55831403,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,21424,20608,95519,568,29217,AVAILABLE,465
289,54,26,42,61,3,Colombia,Ant (unidentified),84423763,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,77452,93090,78713,447,21455,VERIFYING,648
290,54,3,90,76,7,China,"Woodpecker, downy",2539570,cum sociis natoque penatibus et magnis dis parturient montes nascetur,59325,45867,80975,95,20039,VERIFYING,366
291,55,78,53,64,46,Palestinian Territory,Chimpanzee,57464613,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,57404,61188,32876,671,68789,VERIFYING,578
292,47,25,95,4,33,Indonesia,"Lizard, goanna",96568559,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,62260,83725,96904,126,19190,AVAILABLE,761
293,80,32,57,19,8,Brazil,"Gecko, barking",13802003,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,16643,49749,89316,422,77434,SOLD OUT,267
294,32,73,24,27,90,Russia,Striped dolphin,9892074,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,2907,29348,37839,714,7041,ACTIVE,85
295,27,46,16,1,43,Thailand,"Mouse, four-striped grass",57622765,sagittis dui vel nisl duis ac nibh fusce lacus purus,92428,85240,84219,230,18655,AVAILABLE,461
296,20,90,98,34,4,China,Egyptian goose,46677111,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,2113,25132,32844,174,43483,REPORTING,150
297,60,46,96,37,88,Peru,"Porcupine, north american",35257314,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,526,70963,16551,995,24205,ACTIVE,921
298,8,29,27,74,34,Portugal,Gerenuk,90923919,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,33184,90980,40398,938,21279,REPORTING,880
299,23,6,2,32,49,Indonesia,Ring-tailed possum,53973645,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,46623,95671,97606,782,62322,REPORTING,737
300,2,89,48,77,39,Mexico,Capybara,94870778,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,44071,62129,94507,107,36734,SOLD OUT,612
301,77,50,91,44,66,Kazakhstan,Red-shouldered glossy starling,53677011,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,13802,13475,33354,570,55044,SOLD OUT,347
302,1,86,30,32,21,China,Hudsonian godwit,11169901,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,18881,32894,56673,908,43133,INACTIVE,790
303,45,4,21,53,98,Poland,"Stork, woolly-necked",13869134,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,76709,46861,4631,486,12037,SOLD OUT,336
304,81,22,91,14,32,Kuwait,Chilean flamingo,17566764,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,86864,67403,32837,926,95049,ACTIVE,317
305,20,17,40,5,85,China,"Eagle, bald",35525438,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,64264,34476,41379,155,65297,VERIFYING,905
306,76,93,17,50,2,Brazil,"Screamer, southern",86748755,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,47465,68376,90476,982,20919,REPORTING,544
307,27,97,47,16,30,Portugal,Blackbuck,19474436,dapibus duis at velit eu est congue elementum in hac habitasse platea,74304,42686,38666,817,45018,REPORTING,767
308,8,4,34,40,2,Greenland,"Monitor, water",99517990,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,22503,5871,30246,92,49709,INACTIVE,676
309,38,36,68,66,69,Zimbabwe,Uinta ground squirrel,57222049,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,27624,45346,71465,498,56070,AVAILABLE,439
310,99,92,67,71,74,China,Greater flamingo,5900643,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,34250,22437,51603,588,80128,SOLD OUT,418
311,96,98,20,5,66,France,Tawny frogmouth,12037790,convallis nunc proin at turpis a pede posuere nonummy integer non velit,27168,83215,11408,465,84601,VERIFYING,443
312,93,35,61,64,77,Portugal,"Armadillo, seven-banded",64143070,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,39865,60125,93917,365,33866,ACTIVE,100
313,28,42,83,40,93,Norway,Crested barbet,33169790,ut massa quis augue luctus tincidunt nulla mollis molestie lorem,50683,28985,78140,64,41117,REPORTING,594
314,6,10,6,28,3,Zimbabwe,American beaver,20643244,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,58858,85461,19139,418,61922,REPORTING,921
315,4,80,4,18,27,Philippines,"Sifaka, verreaux's",84538152,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,16869,46537,93876,469,79489,INACTIVE,160
316,87,5,70,45,7,Azerbaijan,Gecko (unidentified),87021367,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,94438,48913,34264,689,77741,AVAILABLE,160
317,87,68,35,84,14,Vietnam,Asiatic wild ass,91238133,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,66673,5838,25110,379,13091,SOLD OUT,229
318,30,45,97,39,1,Indonesia,"Starling, greater blue-eared",18342472,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,29890,23725,11522,573,19152,ACTIVE,999
319,75,80,37,85,11,Indonesia,Springbuck,52130531,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,40886,92134,1076,587,70171,SOLD OUT,808
320,59,66,41,18,4,Malaysia,Monitor lizard (unidentified),83000352,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,48320,56530,94999,733,62956,ACTIVE,547
321,34,99,91,45,96,Russia,Common eland,24763632,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,53652,35344,26122,349,42555,ACTIVE,229
322,28,23,54,34,24,Poland,"Elk, Wapiti",81168696,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,20096,36884,2326,477,77077,SOLD OUT,68
323,13,34,21,79,73,Mauritius,"Turtle, eastern box",74544209,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,1426,24114,93309,327,4841,AVAILABLE,639
324,72,66,83,53,79,China,"Whale, long-finned pilot",78908434,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,72871,48802,41714,839,63823,INACTIVE,346
325,60,64,77,80,60,Russia,"Badger, eurasian",24690644,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,43366,89317,80601,437,37993,AVAILABLE,710
326,52,92,32,50,49,China,"Gull, silver",69559794,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,45060,40294,40247,422,10215,VERIFYING,812
327,45,27,56,76,80,Brazil,"Hawk, red-tailed",111827,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,99327,14668,51005,261,51736,INACTIVE,534
328,28,15,52,88,38,Poland,"Bird, red-billed tropic",60639661,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,61838,53838,33345,807,29014,AVAILABLE,699
329,46,90,36,42,6,Vietnam,Praying mantis (unidentified),39763448,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,70704,66739,49243,121,1246,AVAILABLE,785
330,74,64,61,56,76,Poland,"Kangaroo, eastern grey",37580950,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,73699,95905,36137,561,83116,ACTIVE,823
331,64,95,82,69,26,China,Monitor lizard (unidentified),25315950,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,46477,73237,8391,137,43003,AVAILABLE,970
332,43,2,38,72,77,Venezuela,Agile wallaby,99477509,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,7234,11052,19294,112,7276,INACTIVE,114
333,19,38,74,74,21,Greece,Purple grenadier,32795743,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,24012,98785,77513,936,52445,REPORTING,241
334,76,16,43,49,51,Indonesia,"Seal, harbor",94038434,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,660,9426,73079,92,3460,REPORTING,670
335,87,78,57,5,29,Bulgaria,"Possum, ring-tailed",36834048,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,97147,2785,19611,771,60288,REPORTING,247
336,87,40,27,89,48,China,Alpaca,27378614,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,56952,65657,66323,327,24305,REPORTING,948
337,19,71,49,19,33,Philippines,Mississippi alligator,66488476,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,76521,11964,90184,68,62580,ACTIVE,167
338,42,65,22,88,65,China,"Otter, brazilian",32683555,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,32235,26586,18354,942,16457,ACTIVE,639
339,88,74,88,73,90,Thailand,Asian lion,20488688,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,95370,35242,64197,43,10317,SOLD OUT,82
340,19,84,83,4,6,China,Red-tailed wambenger,80081989,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,18329,13744,13802,942,54648,SOLD OUT,833
341,61,61,42,72,57,Germany,"Dolphin, striped",80529254,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,98061,58690,19414,608,29405,ACTIVE,219
342,10,59,94,36,97,Syria,Mexican wolf,52126436,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,72682,18285,75066,269,22191,SOLD OUT,183
343,47,10,83,19,45,Ukraine,"Lion, southern sea",6281492,rutrum rutrum neque aenean auctor gravida sem praesent id massa,88159,49313,22447,453,5823,AVAILABLE,708
344,85,68,47,45,37,China,Pale white-eye,37346465,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,14823,45474,41267,413,87742,AVAILABLE,187
345,51,30,11,6,80,Ethiopia,"Capuchin, brown",90634499,aenean sit amet justo morbi ut odio cras mi pede malesuada,83573,4642,10312,10,88352,VERIFYING,991
346,56,39,83,76,40,China,California sea lion,79588783,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,56678,83363,71715,165,98600,INACTIVE,764
347,26,16,18,46,56,France,Dama wallaby,2171975,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,66300,13354,60796,450,14637,ACTIVE,62
348,76,61,83,21,48,Philippines,"Vulture, griffon",17723847,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,71946,64548,32922,962,32980,INACTIVE,605
349,46,25,45,63,73,Afghanistan,"Bustard, denham's",60153794,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,53784,67932,71501,937,91274,SOLD OUT,854
350,99,32,92,20,23,India,"Owl, great horned",53142854,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,58788,3882,46210,27,26994,VERIFYING,421
351,90,84,28,64,7,Indonesia,"Snake, racer",60623726,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,12013,38500,95962,328,14369,ACTIVE,451
352,8,41,30,62,59,Russia,Argalis,47397929,amet sem fusce consequat nulla nisl nunc nisl duis bibendum,87766,15879,58042,561,12487,AVAILABLE,150
353,27,76,42,34,70,China,"Pheasant, ring-necked",82228998,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,83033,88493,75437,538,51699,SOLD OUT,289
354,30,13,78,25,32,China,"Lemming, collared",9476416,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,33375,59797,67576,735,23457,INACTIVE,196
355,15,77,16,19,84,Japan,Bee-eater (unidentified),15990249,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,16590,33766,99114,237,92193,REPORTING,534
356,32,89,52,14,1,Latvia,"Dolphin, bottle-nose",27763242,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,97775,44487,40344,401,57524,SOLD OUT,999
357,77,62,33,86,84,Mexico,White-winged tern,18196899,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,56233,22802,47298,568,31039,INACTIVE,122
358,82,11,35,30,28,Finland,Sun gazer,10199832,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,67680,36182,85572,698,43375,REPORTING,123
359,27,4,80,71,6,Madagascar,Field flicker,30291819,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,42676,38614,89245,158,69963,ACTIVE,11
360,14,61,33,96,66,Philippines,Small-spotted genet,39752437,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,15644,27355,20605,758,28217,INACTIVE,131
361,17,29,49,72,1,Democratic Republic of the Congo,Hawk-headed parrot,26006718,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,31126,33549,45633,924,14286,AVAILABLE,546
362,2,93,40,20,89,Russia,"Buffalo, asian water",13862818,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,30891,89754,66606,188,69151,VERIFYING,169
363,34,66,85,7,73,France,Sea birds (unidentified),74062495,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,876,44183,4802,557,13063,INACTIVE,12
364,11,30,58,33,70,France,"Jackal, golden",34883,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,21621,9477,37431,921,67461,VERIFYING,298
365,2,14,51,90,83,Indonesia,"Langur, hanuman",86152431,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,62622,52680,62854,131,35846,REPORTING,6
366,9,38,40,20,99,Mexico,Brown brocket,17224319,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,11099,71038,97455,86,4593,INACTIVE,894
367,9,60,60,45,45,Argentina,Bennett's wallaby,83332106,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,81843,59852,44846,981,11813,ACTIVE,646
368,87,59,59,6,19,Peru,"Robin, kalahari scrub",64711557,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,11967,40483,78353,239,22769,REPORTING,689
369,66,57,54,1,95,Philippines,"Lemur, sportive",8235276,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,20719,61624,34945,829,23728,VERIFYING,418
370,76,83,26,69,72,Nigeria,Nubian bee-eater,94016886,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,25108,19948,4533,724,49354,SOLD OUT,563
371,38,73,98,30,43,Thailand,Hudsonian godwit,41715004,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,31241,82550,94866,409,46981,VERIFYING,250
372,95,92,38,26,76,Portugal,"Racer, american",27111110,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,39667,33022,73681,846,65303,VERIFYING,386
373,45,75,4,33,65,Sweden,Serval,30550279,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,61257,28816,83850,748,43937,AVAILABLE,585
374,33,11,71,54,73,Brazil,"Fox, savanna",98270823,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,26781,22810,28030,312,24180,REPORTING,575
375,48,82,79,28,60,Nicaragua,Nyala,76644324,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,11083,507,94087,133,35017,INACTIVE,233
376,3,93,33,39,53,Argentina,Common mynah,63437244,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,3076,47852,43428,446,36925,REPORTING,461
377,93,73,10,92,9,Indonesia,"Owl, madagascar hawk",12834052,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,2725,95453,39212,841,36073,AVAILABLE,975
378,48,3,4,18,71,China,Cape starling,44911989,nam dui proin leo odio porttitor id consequat in consequat ut nulla,83501,10682,65545,4,19762,ACTIVE,320
379,27,90,28,5,60,China,Roan antelope,23748358,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,28296,37921,10819,523,29034,VERIFYING,625
380,76,32,95,73,3,United States,Black rhinoceros,35401801,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,23101,90194,84876,122,20561,INACTIVE,987
381,48,64,90,10,65,Indonesia,Tiger,4259510,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,20939,81862,53634,99,1811,AVAILABLE,826
382,70,79,39,62,94,Czech Republic,"Hawk, galapagos",39642431,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,19986,68171,59052,733,92088,REPORTING,600
383,22,3,27,32,25,France,White-lipped peccary,32305957,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,58773,28102,55552,312,10575,ACTIVE,563
384,4,73,12,35,4,Czech Republic,"Bear, black",36111376,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,42818,66550,60607,331,65488,AVAILABLE,951
